"locality","month","year","variable","value"
"Morox",5,1999,"tmin",22
"Morox",5,1999,"tmax",32.4
"Morox",5,1999,"tavg",27.2
"Morox",5,1999,"ppt",138.6
"Morox",6,1999,"tmin",21.3
"Morox",6,1999,"tmax",31.5
"Morox",6,1999,"tavg",26.4
"Morox",6,1999,"ppt",110.6
"Morox",7,1999,"tmin",21
"Morox",7,1999,"tmax",31.4
"Morox",7,1999,"tavg",26.2
"Morox",7,1999,"ppt",101
"Morox",8,1999,"tmin",21
"Morox",8,1999,"tmax",31.7
"Morox",8,1999,"tavg",26.35
"Morox",8,1999,"ppt",124.4
"Morox",9,1999,"tmin",21.3
"Morox",9,1999,"tmax",32.9
"Morox",9,1999,"tavg",27.1
"Morox",9,1999,"ppt",104.1
"Morox",10,1999,"tmin",22.3
"Morox",10,1999,"tmax",32.9
"Morox",10,1999,"tavg",27.6
"Morox",10,1999,"ppt",126.2
"Morox",11,1999,"tmin",22.3
"Morox",11,1999,"tmax",32.7
"Morox",11,1999,"tavg",27.5
"Morox",11,1999,"ppt",259.6
"Morox",12,1999,"tmin",22.5
"Morox",12,1999,"tmax",32.6
"Morox",12,1999,"tavg",27.55
"Morox",12,1999,"ppt",206.6
"Niksek",1,1999,"tmin",21.3
"Niksek",1,1999,"tmax",32.3
"Niksek",1,1999,"tavg",26.8
"Niksek",1,1999,"ppt",182.4
"Niksek",2,1999,"tmin",21.4
"Niksek",2,1999,"tmax",31.5
"Niksek",2,1999,"tavg",26.45
"Niksek",2,1999,"ppt",348.7
"Niksek",3,1999,"tmin",21.4
"Niksek",3,1999,"tmax",31.7
"Niksek",3,1999,"tavg",26.55
"Niksek",3,1999,"ppt",212.7
"Niksek",4,1999,"tmin",21.5
"Niksek",4,1999,"tmax",32.1
"Niksek",4,1999,"tavg",26.8
"Niksek",4,1999,"ppt",250.9
"Niksek",5,1999,"tmin",21.6
"Niksek",5,1999,"tmax",31.6
"Niksek",5,1999,"tavg",26.6
"Niksek",5,1999,"ppt",254.5
"Niksek",6,1999,"tmin",21.1
"Niksek",6,1999,"tmax",30.6
"Niksek",6,1999,"tavg",25.85
"Niksek",6,1999,"ppt",184.1
"Niksek",7,1999,"tmin",20.8
"Niksek",7,1999,"tmax",29.9
"Niksek",7,1999,"tavg",25.35
"Niksek",7,1999,"ppt",234.4
"Niksek",8,1999,"tmin",20.9
"Niksek",8,1999,"tmax",30.7
"Niksek",8,1999,"tavg",25.8
"Niksek",8,1999,"ppt",274.2
"Niksek",9,1999,"tmin",21.3
"Niksek",9,1999,"tmax",31.5
"Niksek",9,1999,"tavg",26.4
"Niksek",9,1999,"ppt",213.8
"Niksek",10,1999,"tmin",21.6
"Niksek",10,1999,"tmax",32
"Niksek",10,1999,"tavg",26.8
"Niksek",10,1999,"ppt",205.7
"Niksek",11,1999,"tmin",21.5
"Niksek",11,1999,"tmax",32.4
"Niksek",11,1999,"tavg",26.95
"Niksek",11,1999,"ppt",224.1
"Niksek",12,1999,"tmin",21.6
"Niksek",12,1999,"tmax",31.9
"Niksek",12,1999,"tavg",26.75
"Niksek",12,1999,"ppt",274.6
"Ohu",1,1999,"tmin",22.6
"Ohu",1,1999,"tmax",31.3
"Ohu",1,1999,"tavg",26.95
"Ohu",1,1999,"ppt",176.5
"Ohu",2,1999,"tmin",22.3
"Ohu",2,1999,"tmax",30.6
"Ohu",2,1999,"tavg",26.45
"Ohu",2,1999,"ppt",337.4
"Ohu",3,1999,"tmin",22.4
"Ohu",3,1999,"tmax",30.3
"Ohu",3,1999,"tavg",26.35
"Ohu",3,1999,"ppt",107.2
"Ohu",4,1999,"tmin",22.2
"Ohu",4,1999,"tmax",30.7
"Ohu",4,1999,"tavg",26.45
"Ohu",4,1999,"ppt",187.2
"Ohu",5,1999,"tmin",21.8
"Ohu",5,1999,"tmax",30
"Ohu",5,1999,"tavg",25.9
"Ohu",5,1999,"ppt",165.3
"Ohu",6,1999,"tmin",21.2
"Ohu",6,1999,"tmax",29.2
"Ohu",6,1999,"tavg",25.2
"Ohu",6,1999,"ppt",154.1
"Ohu",7,1999,"tmin",20.9
"Ohu",7,1999,"tmax",29
"Ohu",7,1999,"tavg",24.95
"Ohu",7,1999,"ppt",183.6
"Ohu",8,1999,"tmin",21.1
"Ohu",8,1999,"tmax",28.6
"Ohu",8,1999,"tavg",24.85
"Ohu",8,1999,"ppt",165.5
"Ohu",9,1999,"tmin",21.5
"Ohu",9,1999,"tmax",30.4
"Ohu",9,1999,"tavg",25.95
"Ohu",9,1999,"ppt",118.8
"Ohu",10,1999,"tmin",22
"Ohu",10,1999,"tmax",30.9
"Ohu",10,1999,"tavg",26.45
"Ohu",10,1999,"ppt",117.6
"Ohu",11,1999,"tmin",21.8
"Ohu",11,1999,"tmax",31.6
"Ohu",11,1999,"tavg",26.7
"Ohu",11,1999,"ppt",267.4
"Ohu",12,1999,"tmin",22.2
"Ohu",12,1999,"tmax",31.1
"Ohu",12,1999,"tavg",26.65
"Ohu",12,1999,"ppt",257
"Utai",1,1999,"tmin",22.1
"Utai",1,1999,"tmax",30.9
"Utai",1,1999,"tavg",26.5
"Utai",1,1999,"ppt",131.2
"Utai",2,1999,"tmin",22.5
"Utai",2,1999,"tmax",30.3
"Utai",2,1999,"tavg",26.4
"Utai",2,1999,"ppt",183.4
"Utai",3,1999,"tmin",22.1
"Utai",3,1999,"tmax",30.5
"Utai",3,1999,"tavg",26.3
"Utai",3,1999,"ppt",243
"Utai",4,1999,"tmin",21.9
"Utai",4,1999,"tmax",30.7
"Utai",4,1999,"tavg",26.3
"Utai",4,1999,"ppt",246.1
"Utai",5,1999,"tmin",22
"Utai",5,1999,"tmax",30.6
"Utai",5,1999,"tavg",26.3
"Utai",5,1999,"ppt",180.5
"Utai",6,1999,"tmin",21.4
"Utai",6,1999,"tmax",29.2
"Utai",6,1999,"tavg",25.3
"Utai",6,1999,"ppt",167.1
"Utai",7,1999,"tmin",21.2
"Utai",7,1999,"tmax",28.8
"Utai",7,1999,"tavg",25
"Utai",7,1999,"ppt",89.5
"Utai",8,1999,"tmin",21.3
"Utai",8,1999,"tmax",28.7
"Utai",8,1999,"tavg",25
"Utai",8,1999,"ppt",212.3
"Utai",9,1999,"tmin",21.6
"Utai",9,1999,"tmax",29.7
"Utai",9,1999,"tavg",25.65
"Utai",9,1999,"ppt",178.5
"Utai",10,1999,"tmin",22.1
"Utai",10,1999,"tmax",31
"Utai",10,1999,"tavg",26.55
"Utai",10,1999,"ppt",153.4
"Utai",11,1999,"tmin",21.7
"Utai",11,1999,"tmax",30.8
"Utai",11,1999,"tavg",26.25
"Utai",11,1999,"ppt",228.3
"Utai",12,1999,"tmin",22
"Utai",12,1999,"tmax",30.8
"Utai",12,1999,"tavg",26.4
"Utai",12,1999,"ppt",267
"Wamangu",1,1999,"tmin",22.2
"Wamangu",1,1999,"tmax",32.4
"Wamangu",1,1999,"tavg",27.3
"Wamangu",1,1999,"ppt",96.2
"Wamangu",2,1999,"tmin",22.3
"Wamangu",2,1999,"tmax",31.5
"Wamangu",2,1999,"tavg",26.9
"Wamangu",2,1999,"ppt",166
"Wamangu",3,1999,"tmin",21.6
"Wamangu",3,1999,"tmax",31.8
"Wamangu",3,1999,"tavg",26.7
"Wamangu",3,1999,"ppt",123.9
"Wamangu",4,1999,"tmin",21.7
"Wamangu",4,1999,"tmax",32.2
"Wamangu",4,1999,"tavg",26.95
"Wamangu",4,1999,"ppt",148.3
"Wamangu",5,1999,"tmin",21.8
"Wamangu",5,1999,"tmax",32
"Wamangu",5,1999,"tavg",26.9
"Wamangu",5,1999,"ppt",156.7
"Wamangu",6,1999,"tmin",21.2
"Wamangu",6,1999,"tmax",31
"Wamangu",6,1999,"tavg",26.1
"Wamangu",6,1999,"ppt",119.9
"Wamangu",7,1999,"tmin",21
"Wamangu",7,1999,"tmax",30.9
"Wamangu",7,1999,"tavg",25.95
"Wamangu",7,1999,"ppt",111.6
"Wamangu",8,1999,"tmin",20.8
"Wamangu",8,1999,"tmax",31.4
"Wamangu",8,1999,"tavg",26.1
"Wamangu",8,1999,"ppt",152.1
"Wamangu",9,1999,"tmin",21.3
"Wamangu",9,1999,"tmax",32.5
"Wamangu",9,1999,"tavg",26.9
"Wamangu",9,1999,"ppt",132.1
"Wamangu",10,1999,"tmin",22.1
"Wamangu",10,1999,"tmax",32.2
"Wamangu",10,1999,"tavg",27.15
"Wamangu",10,1999,"ppt",152.4
"Wamangu",11,1999,"tmin",21.7
"Wamangu",11,1999,"tmax",32.2
"Wamangu",11,1999,"tavg",26.95
"Wamangu",11,1999,"ppt",198.5
"Wamangu",12,1999,"tmin",22
"Wamangu",12,1999,"tmax",31.9
"Wamangu",12,1999,"tavg",26.95
"Wamangu",12,1999,"ppt",177
"Wanang",1,1999,"tmin",20.9
"Wanang",1,1999,"tmax",32.1
"Wanang",1,1999,"tavg",26.5
"Wanang",1,1999,"ppt",180.9
"Wanang",2,1999,"tmin",21.4
"Wanang",2,1999,"tmax",30.8
"Wanang",2,1999,"tavg",26.1
"Wanang",2,1999,"ppt",289.4
"Wanang",3,1999,"tmin",20.8
"Wanang",3,1999,"tmax",32.1
"Wanang",3,1999,"tavg",26.45
"Wanang",3,1999,"ppt",147
"Wanang",4,1999,"tmin",21.1
"Wanang",4,1999,"tmax",31.6
"Wanang",4,1999,"tavg",26.35
"Wanang",4,1999,"ppt",248.6
"Wanang",5,1999,"tmin",20.9
"Wanang",5,1999,"tmax",30.7
"Wanang",5,1999,"tavg",25.8
"Wanang",5,1999,"ppt",154.2
"Wanang",6,1999,"tmin",20.1
"Wanang",6,1999,"tmax",29.8
"Wanang",6,1999,"tavg",24.95
"Wanang",6,1999,"ppt",149.1
"Wanang",7,1999,"tmin",19.9
"Wanang",7,1999,"tmax",29.6
"Wanang",7,1999,"tavg",24.75
"Wanang",7,1999,"ppt",142.3
"Wanang",8,1999,"tmin",20.4
"Wanang",8,1999,"tmax",29.1
"Wanang",8,1999,"tavg",24.75
"Wanang",8,1999,"ppt",146.4
"Wanang",9,1999,"tmin",20.6
"Wanang",9,1999,"tmax",31.4
"Wanang",9,1999,"tavg",26
"Wanang",9,1999,"ppt",143.2
"Wanang",10,1999,"tmin",21.1
"Wanang",10,1999,"tmax",32.5
"Wanang",10,1999,"tavg",26.8
"Wanang",10,1999,"ppt",122.6
"Wanang",11,1999,"tmin",21
"Wanang",11,1999,"tmax",32.3
"Wanang",11,1999,"tavg",26.65
"Wanang",11,1999,"ppt",324.1
"Wanang",12,1999,"tmin",21.3
"Wanang",12,1999,"tmax",31.4
"Wanang",12,1999,"tavg",26.35
"Wanang",12,1999,"ppt",292.3
"Yapsiei",1,1999,"tmin",21.6
"Yapsiei",1,1999,"tmax",32.1
"Yapsiei",1,1999,"tavg",26.85
"Yapsiei",1,1999,"ppt",195.8
"Yapsiei",2,1999,"tmin",22
"Yapsiei",2,1999,"tmax",31.5
"Yapsiei",2,1999,"tavg",26.75
"Yapsiei",2,1999,"ppt",339.9
"Yapsiei",3,1999,"tmin",22
"Yapsiei",3,1999,"tmax",31.8
"Yapsiei",3,1999,"tavg",26.9
"Yapsiei",3,1999,"ppt",171.2
"Yapsiei",4,1999,"tmin",21.8
"Yapsiei",4,1999,"tmax",31.7
"Yapsiei",4,1999,"tavg",26.75
"Yapsiei",4,1999,"ppt",338.8
"Yapsiei",5,1999,"tmin",21.9
"Yapsiei",5,1999,"tmax",31.3
"Yapsiei",5,1999,"tavg",26.6
"Yapsiei",5,1999,"ppt",288.8
"Yapsiei",6,1999,"tmin",21.3
"Yapsiei",6,1999,"tmax",30.1
"Yapsiei",6,1999,"tavg",25.7
"Yapsiei",6,1999,"ppt",215.7
"Yapsiei",7,1999,"tmin",21.4
"Yapsiei",7,1999,"tmax",29.5
"Yapsiei",7,1999,"tavg",25.45
"Yapsiei",7,1999,"ppt",268.3
"Yapsiei",8,1999,"tmin",21.4
"Yapsiei",8,1999,"tmax",29.6
"Yapsiei",8,1999,"tavg",25.5
"Yapsiei",8,1999,"ppt",361
"Yapsiei",9,1999,"tmin",21.5
"Yapsiei",9,1999,"tmax",30.5
"Yapsiei",9,1999,"tavg",26
"Yapsiei",9,1999,"ppt",268.7
"Yapsiei",10,1999,"tmin",22.1
"Yapsiei",10,1999,"tmax",31.9
"Yapsiei",10,1999,"tavg",27
"Yapsiei",10,1999,"ppt",169.1
"Yapsiei",11,1999,"tmin",21.6
"Yapsiei",11,1999,"tmax",31.9
"Yapsiei",11,1999,"tavg",26.75
"Yapsiei",11,1999,"ppt",291.4
"Yapsiei",12,1999,"tmin",21.8
"Yapsiei",12,1999,"tmax",32.1
"Yapsiei",12,1999,"tavg",26.95
"Yapsiei",12,1999,"ppt",259.4
"Elem",1,2000,"tmin",20.5
"Elem",1,2000,"tmax",32.9
"Elem",1,2000,"tavg",26.7
"Elem",1,2000,"ppt",302
"Elem",2,2000,"tmin",20.4
"Elem",2,2000,"tmax",33.5
"Elem",2,2000,"tavg",26.95
"Elem",2,2000,"ppt",126
"Elem",3,2000,"tmin",20.1
"Elem",3,2000,"tmax",32.3
"Elem",3,2000,"tavg",26.2
"Elem",3,2000,"ppt",311.7
"Elem",4,2000,"tmin",20.3
"Elem",4,2000,"tmax",32.3
"Elem",4,2000,"tavg",26.3
"Elem",4,2000,"ppt",222.3
"Elem",5,2000,"tmin",20.5
"Elem",5,2000,"tmax",31.4
"Elem",5,2000,"tavg",25.95
"Elem",5,2000,"ppt",268.8
"Elem",6,2000,"tmin",20.3
"Elem",6,2000,"tmax",31.3
"Elem",6,2000,"tavg",25.8
"Elem",6,2000,"ppt",106
"Elem",7,2000,"tmin",19.5
"Elem",7,2000,"tmax",30.9
"Elem",7,2000,"tavg",25.2
"Elem",7,2000,"ppt",134.4
"Elem",8,2000,"tmin",20
"Elem",8,2000,"tmax",31.6
"Elem",8,2000,"tavg",25.8
"Elem",8,2000,"ppt",158.1
"Elem",9,2000,"tmin",19.8
"Elem",9,2000,"tmax",32.6
"Elem",9,2000,"tavg",26.2
"Elem",9,2000,"ppt",116.8
"Elem",10,2000,"tmin",20.5
"Elem",10,2000,"tmax",32
"Elem",10,2000,"tavg",26.25
"Elem",10,2000,"ppt",250.3
"Elem",11,2000,"tmin",20.8
"Elem",11,2000,"tmax",32.6
"Elem",11,2000,"tavg",26.7
"Elem",11,2000,"ppt",315
"Elem",12,2000,"tmin",21.1
"Elem",12,2000,"tmax",31.9
"Elem",12,2000,"tavg",26.5
"Elem",12,2000,"ppt",350.6
"Morox",1,2000,"tmin",22.4
"Morox",1,2000,"tmax",33.1
"Morox",1,2000,"tavg",27.75
"Morox",1,2000,"ppt",176.6
"Morox",2,2000,"tmin",22.2
"Morox",2,2000,"tmax",33.4
"Morox",2,2000,"tavg",27.8
"Morox",2,2000,"ppt",60.3
"Morox",3,2000,"tmin",21.8
"Morox",3,2000,"tmax",32.4
"Morox",3,2000,"tavg",27.1
"Morox",3,2000,"ppt",233.3
"Morox",4,2000,"tmin",22
"Morox",4,2000,"tmax",32.7
"Morox",4,2000,"tavg",27.35
"Morox",4,2000,"ppt",158.7
"Morox",5,2000,"tmin",21.9
"Morox",5,2000,"tmax",32.4
"Morox",5,2000,"tavg",27.15
"Morox",5,2000,"ppt",194.4
"Morox",6,2000,"tmin",21.7
"Morox",6,2000,"tmax",31.9
"Morox",6,2000,"tavg",26.8
"Morox",6,2000,"ppt",98.8
"Morox",7,2000,"tmin",20.9
"Morox",7,2000,"tmax",31.8
"Morox",7,2000,"tavg",26.35
"Morox",7,2000,"ppt",113.3
"Morox",8,2000,"tmin",21.1
"Morox",8,2000,"tmax",32.7
"Morox",8,2000,"tavg",26.9
"Morox",8,2000,"ppt",100
"Morox",9,2000,"tmin",21.6
"Morox",9,2000,"tmax",33.4
"Morox",9,2000,"tavg",27.5
"Morox",9,2000,"ppt",69.3
"Morox",10,2000,"tmin",22.1
"Morox",10,2000,"tmax",32.7
"Morox",10,2000,"tavg",27.4
"Morox",10,2000,"ppt",203.3
"Morox",11,2000,"tmin",22.4
"Morox",11,2000,"tmax",33.1
"Morox",11,2000,"tavg",27.75
"Morox",11,2000,"ppt",233.3
"Morox",12,2000,"tmin",22.8
"Morox",12,2000,"tmax",32.7
"Morox",12,2000,"tavg",27.75
"Morox",12,2000,"ppt",247.5
"Niksek",1,2000,"tmin",21.3
"Niksek",1,2000,"tmax",33
"Niksek",1,2000,"tavg",27.15
"Niksek",1,2000,"ppt",252.4
"Niksek",2,2000,"tmin",21.3
"Niksek",2,2000,"tmax",33.1
"Niksek",2,2000,"tavg",27.2
"Niksek",2,2000,"ppt",157.3
"Niksek",3,2000,"tmin",21
"Niksek",3,2000,"tmax",32.1
"Niksek",3,2000,"tavg",26.55
"Niksek",3,2000,"ppt",308.5
"Niksek",4,2000,"tmin",21.5
"Niksek",4,2000,"tmax",32.5
"Niksek",4,2000,"tavg",27
"Niksek",4,2000,"ppt",205.1
"Niksek",5,2000,"tmin",21.7
"Niksek",5,2000,"tmax",31.5
"Niksek",5,2000,"tavg",26.6
"Niksek",5,2000,"ppt",262.5
"Niksek",6,2000,"tmin",21.5
"Niksek",6,2000,"tmax",31
"Niksek",6,2000,"tavg",26.25
"Niksek",6,2000,"ppt",130.3
"Niksek",7,2000,"tmin",20.8
"Niksek",7,2000,"tmax",30.1
"Niksek",7,2000,"tavg",25.45
"Niksek",7,2000,"ppt",210
"Niksek",8,2000,"tmin",20.9
"Niksek",8,2000,"tmax",31.6
"Niksek",8,2000,"tavg",26.25
"Niksek",8,2000,"ppt",245.7
"Niksek",9,2000,"tmin",21.2
"Niksek",9,2000,"tmax",32.2
"Niksek",9,2000,"tavg",26.7
"Niksek",9,2000,"ppt",175.1
"Niksek",10,2000,"tmin",21.7
"Niksek",10,2000,"tmax",31.8
"Niksek",10,2000,"tavg",26.75
"Niksek",10,2000,"ppt",287.8
"Niksek",11,2000,"tmin",21.8
"Niksek",11,2000,"tmax",32.7
"Niksek",11,2000,"tavg",27.25
"Niksek",11,2000,"ppt",237.5
"Niksek",12,2000,"tmin",21.8
"Niksek",12,2000,"tmax",32.3
"Niksek",12,2000,"tavg",27.05
"Niksek",12,2000,"ppt",294
"Ohu",1,2000,"tmin",22.3
"Ohu",1,2000,"tmax",31.7
"Ohu",1,2000,"tavg",27
"Ohu",1,2000,"ppt",253.1
"Ohu",2,2000,"tmin",22.4
"Ohu",2,2000,"tmax",31.9
"Ohu",2,2000,"tavg",27.15
"Ohu",2,2000,"ppt",81.9
"Ohu",3,2000,"tmin",22
"Ohu",3,2000,"tmax",30.7
"Ohu",3,2000,"tavg",26.35
"Ohu",3,2000,"ppt",256.5
"Ohu",4,2000,"tmin",22
"Ohu",4,2000,"tmax",31.1
"Ohu",4,2000,"tavg",26.55
"Ohu",4,2000,"ppt",189.1
"Ohu",5,2000,"tmin",21.6
"Ohu",5,2000,"tmax",29.9
"Ohu",5,2000,"tavg",25.75
"Ohu",5,2000,"ppt",252.8
"Ohu",6,2000,"tmin",21.6
"Ohu",6,2000,"tmax",30
"Ohu",6,2000,"tavg",25.8
"Ohu",6,2000,"ppt",104.7
"Ohu",7,2000,"tmin",20.7
"Ohu",7,2000,"tmax",29
"Ohu",7,2000,"tavg",24.85
"Ohu",7,2000,"ppt",181.4
"Ohu",8,2000,"tmin",21.2
"Ohu",8,2000,"tmax",29.7
"Ohu",8,2000,"tavg",25.45
"Ohu",8,2000,"ppt",153.7
"Ohu",9,2000,"tmin",21.4
"Ohu",9,2000,"tmax",30.8
"Ohu",9,2000,"tavg",26.1
"Ohu",9,2000,"ppt",124.4
"Ohu",10,2000,"tmin",21.9
"Ohu",10,2000,"tmax",30.7
"Ohu",10,2000,"tavg",26.3
"Ohu",10,2000,"ppt",258.8
"Ohu",11,2000,"tmin",21.9
"Ohu",11,2000,"tmax",31.6
"Ohu",11,2000,"tavg",26.75
"Ohu",11,2000,"ppt",309.9
"Ohu",12,2000,"tmin",22.3
"Ohu",12,2000,"tmax",30.9
"Ohu",12,2000,"tavg",26.6
"Ohu",12,2000,"ppt",322.1
"Utai",1,2000,"tmin",22.1
"Utai",1,2000,"tmax",31.5
"Utai",1,2000,"tavg",26.8
"Utai",1,2000,"ppt",193.1
"Utai",2,2000,"tmin",22
"Utai",2,2000,"tmax",31.5
"Utai",2,2000,"tavg",26.75
"Utai",2,2000,"ppt",116.5
"Utai",3,2000,"tmin",21.9
"Utai",3,2000,"tmax",30.7
"Utai",3,2000,"tavg",26.3
"Utai",3,2000,"ppt",322.4
"Utai",4,2000,"tmin",22.1
"Utai",4,2000,"tmax",31.3
"Utai",4,2000,"tavg",26.7
"Utai",4,2000,"ppt",167.2
"Utai",5,2000,"tmin",22.1
"Utai",5,2000,"tmax",29.9
"Utai",5,2000,"tavg",26
"Utai",5,2000,"ppt",285.1
"Utai",6,2000,"tmin",21.7
"Utai",6,2000,"tmax",29.1
"Utai",6,2000,"tavg",25.4
"Utai",6,2000,"ppt",115.1
"Utai",7,2000,"tmin",21.4
"Utai",7,2000,"tmax",28.8
"Utai",7,2000,"tavg",25.1
"Utai",7,2000,"ppt",131.9
"Utai",8,2000,"tmin",21.6
"Utai",8,2000,"tmax",29.5
"Utai",8,2000,"tavg",25.55
"Utai",8,2000,"ppt",173.4
"Utai",9,2000,"tmin",21.8
"Utai",9,2000,"tmax",30.7
"Utai",9,2000,"tavg",26.25
"Utai",9,2000,"ppt",138.5
"Utai",10,2000,"tmin",22.2
"Utai",10,2000,"tmax",30.3
"Utai",10,2000,"tavg",26.25
"Utai",10,2000,"ppt",287.4
"Utai",11,2000,"tmin",22.3
"Utai",11,2000,"tmax",31.2
"Utai",11,2000,"tavg",26.75
"Utai",11,2000,"ppt",199.1
"Utai",12,2000,"tmin",22.2
"Utai",12,2000,"tmax",30.8
"Utai",12,2000,"tavg",26.5
"Utai",12,2000,"ppt",258.7
"Wamangu",1,2000,"tmin",22.2
"Wamangu",1,2000,"tmax",32.7
"Wamangu",1,2000,"tavg",27.45
"Wamangu",1,2000,"ppt",164
"Wamangu",2,2000,"tmin",21.9
"Wamangu",2,2000,"tmax",32.7
"Wamangu",2,2000,"tavg",27.3
"Wamangu",2,2000,"ppt",45.4
"Wamangu",3,2000,"tmin",21.6
"Wamangu",3,2000,"tmax",31.7
"Wamangu",3,2000,"tavg",26.65
"Wamangu",3,2000,"ppt",181
"Wamangu",4,2000,"tmin",22
"Wamangu",4,2000,"tmax",32.2
"Wamangu",4,2000,"tavg",27.1
"Wamangu",4,2000,"ppt",130.5
"Wamangu",5,2000,"tmin",21.8
"Wamangu",5,2000,"tmax",31.9
"Wamangu",5,2000,"tavg",26.85
"Wamangu",5,2000,"ppt",245.3
"Wamangu",6,2000,"tmin",21.6
"Wamangu",6,2000,"tmax",31.4
"Wamangu",6,2000,"tavg",26.5
"Wamangu",6,2000,"ppt",114.5
"Wamangu",7,2000,"tmin",20.9
"Wamangu",7,2000,"tmax",31
"Wamangu",7,2000,"tavg",25.95
"Wamangu",7,2000,"ppt",145
"Wamangu",8,2000,"tmin",21
"Wamangu",8,2000,"tmax",32.2
"Wamangu",8,2000,"tavg",26.6
"Wamangu",8,2000,"ppt",132.4
"Wamangu",9,2000,"tmin",21.4
"Wamangu",9,2000,"tmax",32.9
"Wamangu",9,2000,"tavg",27.15
"Wamangu",9,2000,"ppt",82.9
"Wamangu",10,2000,"tmin",22
"Wamangu",10,2000,"tmax",32
"Wamangu",10,2000,"tavg",27
"Wamangu",10,2000,"ppt",229.7
"Wamangu",11,2000,"tmin",22.1
"Wamangu",11,2000,"tmax",32.6
"Wamangu",11,2000,"tavg",27.35
"Wamangu",11,2000,"ppt",190.7
"Wamangu",12,2000,"tmin",22.5
"Wamangu",12,2000,"tmax",32.1
"Wamangu",12,2000,"tavg",27.3
"Wamangu",12,2000,"ppt",196
"Wanang",1,2000,"tmin",21
"Wanang",1,2000,"tmax",32.6
"Wanang",1,2000,"tavg",26.8
"Wanang",1,2000,"ppt",289.4
"Wanang",2,2000,"tmin",21
"Wanang",2,2000,"tmax",34.2
"Wanang",2,2000,"tavg",27.6
"Wanang",2,2000,"ppt",120.6
"Wanang",3,2000,"tmin",20.8
"Wanang",3,2000,"tmax",31.7
"Wanang",3,2000,"tavg",26.25
"Wanang",3,2000,"ppt",277.3
"Wanang",4,2000,"tmin",21
"Wanang",4,2000,"tmax",32.1
"Wanang",4,2000,"tavg",26.55
"Wanang",4,2000,"ppt",197.7
"Wanang",5,2000,"tmin",20.9
"Wanang",5,2000,"tmax",30.2
"Wanang",5,2000,"tavg",25.55
"Wanang",5,2000,"ppt",395.7
"Wanang",6,2000,"tmin",20.6
"Wanang",6,2000,"tmax",31
"Wanang",6,2000,"tavg",25.8
"Wanang",6,2000,"ppt",81.2
"Wanang",7,2000,"tmin",19.9
"Wanang",7,2000,"tmax",29.8
"Wanang",7,2000,"tavg",24.85
"Wanang",7,2000,"ppt",153.3
"Wanang",8,2000,"tmin",20.6
"Wanang",8,2000,"tmax",30.5
"Wanang",8,2000,"tavg",25.55
"Wanang",8,2000,"ppt",165
"Wanang",9,2000,"tmin",20.3
"Wanang",9,2000,"tmax",32
"Wanang",9,2000,"tavg",26.15
"Wanang",9,2000,"ppt",121.8
"Wanang",10,2000,"tmin",20.8
"Wanang",10,2000,"tmax",30.8
"Wanang",10,2000,"tavg",25.8
"Wanang",10,2000,"ppt",289.1
"Wanang",11,2000,"tmin",21
"Wanang",11,2000,"tmax",31.7
"Wanang",11,2000,"tavg",26.35
"Wanang",11,2000,"ppt",288.4
"Wanang",12,2000,"tmin",21.5
"Wanang",12,2000,"tmax",30.9
"Wanang",12,2000,"tavg",26.2
"Wanang",12,2000,"ppt",340.3
"Yapsiei",1,2000,"tmin",22.1
"Yapsiei",1,2000,"tmax",32.8
"Yapsiei",1,2000,"tavg",27.45
"Yapsiei",1,2000,"ppt",245.7
"Yapsiei",2,2000,"tmin",21.8
"Yapsiei",2,2000,"tmax",32.7
"Yapsiei",2,2000,"tavg",27.25
"Yapsiei",2,2000,"ppt",222
"Yapsiei",3,2000,"tmin",21.6
"Yapsiei",3,2000,"tmax",31.8
"Yapsiei",3,2000,"tavg",26.7
"Yapsiei",3,2000,"ppt",309.1
"Yapsiei",4,2000,"tmin",21.9
"Yapsiei",4,2000,"tmax",32.2
"Yapsiei",4,2000,"tavg",27.05
"Yapsiei",4,2000,"ppt",280.7
"Yapsiei",5,2000,"tmin",21.9
"Yapsiei",5,2000,"tmax",30.5
"Yapsiei",5,2000,"tavg",26.2
"Yapsiei",5,2000,"ppt",342.8
"Yapsiei",6,2000,"tmin",21.6
"Yapsiei",6,2000,"tmax",30.3
"Yapsiei",6,2000,"tavg",25.95
"Yapsiei",6,2000,"ppt",164.3
"Yapsiei",7,2000,"tmin",21.4
"Yapsiei",7,2000,"tmax",29.7
"Yapsiei",7,2000,"tavg",25.55
"Yapsiei",7,2000,"ppt",229
"Yapsiei",8,2000,"tmin",21.4
"Yapsiei",8,2000,"tmax",30.4
"Yapsiei",8,2000,"tavg",25.9
"Yapsiei",8,2000,"ppt",268.8
"Yapsiei",9,2000,"tmin",21.5
"Yapsiei",9,2000,"tmax",31.4
"Yapsiei",9,2000,"tavg",26.45
"Yapsiei",9,2000,"ppt",262.4
"Yapsiei",10,2000,"tmin",22.3
"Yapsiei",10,2000,"tmax",31.6
"Yapsiei",10,2000,"tavg",26.95
"Yapsiei",10,2000,"ppt",435.4
"Yapsiei",11,2000,"tmin",22.2
"Yapsiei",11,2000,"tmax",32.2
"Yapsiei",11,2000,"tavg",27.2
"Yapsiei",11,2000,"ppt",297.8
"Yapsiei",12,2000,"tmin",22.2
"Yapsiei",12,2000,"tmax",32.3
"Yapsiei",12,2000,"tavg",27.25
